tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delay_days,contract_type,internet_service,online_security,tech_support,churn
64,36.99,2457.39,5,6,25,0,0,0,0,0
53,69.48,3866.14,1,7,16,2,0,1,0,0
27,24.9,653.48,3,7,10,2,1,0,1,0
27,110.07,2939.3,3,7,12,1,2,1,0,0
34,81.38,2899.54,3,3,7,1,2,1,1,0
44,83.69,3788.0,1,2,17,1,2,1,1,0
58,82.87,4646.93,1,0,0,0,0,0,0,0
7,54.7,385.57,4,7,23,0,2,0,0,1
50,46.7,2275.02,3,9,10,2,0,0,0,0
69,32.39,2180.82,5,4,5,2,2,1,1,0
22,77.37,1691.2,5,3,10,0,2,0,1,0
24,36.3,877.66,5,4,16,2,1,1,0,0
10,115.59,1122.74,5,0,12,0,2,1,1,0
55,38.42,2170.65,1,7,19,0,2,1,0,0
67,23.11,1563.68,4,8,28,1,0,0,1,0
42,79.7,3331.34,3,7,6,1,2,0,1,0
5,114.63,567.49,5,9,25,2,1,1,1,1
52,66.69,3325.68,5,4,13,2,1,0,0,0
63,44.38,2710.3,5,7,29,0,0,0,0,0
25,114.71,2935.27,2,7,11,0,1,1,0,0
49,32.39,1593.74,2,1,1,2,1,0,1,0
15,21.14,322.42,5,7,24,2,2,1,1,0
31,53.4,1578.52,5,0,20,0,0,1,0,0
24,68.8,1661.67,3,2,1,1,1,0,1,0
30,82.52,2507.54,2,4,8,2,1,1,1,0
21,80.89,1642.05,3,1,15,0,0,1,0,0
8,81.15,663.76,2,8,9,2,0,1,0,1
23,27.61,616.57,2,1,9,0,0,0,1,0
36,111.5,4194.28,5,6,9,0,1,1,0,0
70,80.71,5497.62,2,0,5,0,2,0,1,0
3,115.67,330.76,3,4,10,1,2,0,0,1
52,59.44,3216.61,1,6,13,0,1,1,1,0
21,101.32,2096.71,2,2,5,1,1,0,0,0
62,90.94,5895.65,4,6,20,1,0,0,1,0
66,91.94,6064.96,4,6,29,0,2,0,1,0
32,92.4,3085.66,1,0,27,1,2,1,1,0
62,27.51,1681.44,3,4,16,0,2,1,1,0
37,67.13,2363.4,1,1,9,2,1,1,1,0
36,83.22,2963.1,3,0,20,1,2,1,0,0
34,101.09,3495.07,2,8,21,2,1,0,1,0
26,30.56,801.48,2,0,0,1,0,0,1,0
53,91.62,4861.21,3,6,22,2,0,0,0,0
8,41.03,319.19,1,6,27,1,1,1,0,1
11,34.13,379.29,2,1,4,1,2,1,1,0
35,89.09,3005.23,5,3,10,1,2,0,0,0
53,33.25,1840.02,3,6,8,2,1,1,0,0
46,40.27,1767.39,4,6,30,1,0,1,0,0
8,107.72,826.85,2,6,21,2,1,0,0,1
2,20.11,41.96,4,6,6,2,2,1,1,0
17,24.97,413.85,3,5,0,2,0,1,1,0
25,37.97,989.05,4,7,5,2,1,1,0,0
32,70.87,2321.58,5,1,7,2,1,0,0,0
19,49.11,956.94,5,9,23,0,1,0,0,1
8,33.54,272.12,3,2,20,0,1,1,1,0
5,105.87,535.88,4,4,21,0,2,1,1,1
48,113.52,5188.27,3,6,27,0,0,1,1,0
5,30.5,158.12,5,6,5,2,1,0,1,0
68,112.15,7808.27,1,0,11,0,0,1,0,0
70,88.61,6512.54,4,4,1,2,2,1,0,0
49,44.12,2263.9,4,6,7,2,2,1,0,0
22,54.34,1237.31,5,9,22,1,1,0,1,0
67,82.55,5526.98,3,2,21,1,2,0,1,0
2,22.33,45.48,3,3,13,2,1,1,1,0
37,109.47,3960.07,3,2,15,1,2,0,0,0
6,114.39,717.48,1,2,11,1,0,0,0,1
49,91.79,4621.27,2,7,9,0,0,1,0,0
40,34.85,1327.42,5,7,14,1,2,1,0,0
5,111.63,579.13,5,9,20,0,0,0,0,1
47,113.19,5417.78,4,8,17,1,0,0,0,0
68,55.26,3811.63,1,1,11,0,1,0,1,0
55,83.58,4462.47,5,3,2,2,2,1,0,0
29,58.34,1773.7,4,8,9,2,2,0,1,0
43,87.45,3796.42,3,5,30,0,0,1,0,0
22,40.02,874.21,3,5,14,1,0,1,0,0
18,79.15,1399.99,2,0,2,0,2,1,1,0
12,116.89,1380.54,2,7,4,0,0,1,1,0
59,40.19,2355.09,5,7,12,0,1,1,1,0
41,88.0,3452.32,1,2,27,2,2,0,0,0
43,82.02,3605.88,3,9,5,1,0,0,0,0
14,24.4,337.82,1,1,30,0,1,0,1,0
7,101.12,711.88,5,1,12,2,2,0,0,0
6,34.49,211.94,4,8,20,1,0,1,0,1
11,50.06,555.9,1,6,11,2,1,1,0,0
52,37.68,1920.1,3,0,23,2,1,0,1,0
61,40.96,2453.41,5,5,17,2,2,0,1,0
37,28.4,1081.48,4,7,26,0,0,0,0,0
54,44.27,2292.05,4,5,9,0,0,1,1,0
17,44.55,742.7,4,0,26,2,1,0,0,0
63,52.15,3201.83,3,1,21,1,0,0,0,0
43,85.29,3626.87,4,2,10,0,1,1,1,0
54,62.86,3521.82,5,5,5,1,2,0,1,0
20,89.18,1803.03,3,6,0,0,0,1,0,0
3,85.3,247.56,4,5,24,0,1,0,1,1
69,26.54,1793.94,3,7,22,2,1,1,1,0
12,72.09,829.42,2,6,11,1,0,0,0,0
53,50.28,2762.59,4,0,28,0,0,0,0,0
46,97.74,4425.24,1,6,10,2,2,0,1,0
63,93.35,5873.41,2,8,16,1,1,1,1,0
69,81.47,5776.81,5,9,16,1,2,1,1,0
46,96.3,4562.77,4,5,26,1,0,0,0,0
12,115.98,1436.88,2,4,4,0,1,0,1,1
17,80.22,1409.24,1,5,12,1,0,0,0,0
18,99.4,1786.96,3,8,26,1,1,1,0,0
55,49.15,2630.18,4,1,25,2,2,1,1,0
56,75.31,4156.7,2,7,8,1,1,0,0,0
33,35.29,1180.28,2,4,13,0,1,0,1,0
65,75.83,4954.75,4,7,13,2,1,0,1,0
45,68.41,2938.19,4,5,2,1,2,0,0,0
23,62.79,1375.03,2,5,1,1,0,1,0,0
33,76.12,2386.95,3,9,8,2,0,0,1,0
5,71.37,342.22,1,8,2,1,0,0,0,1
61,114.01,6696.9,2,3,22,0,2,1,0,0
16,38.28,586.02,3,8,1,0,2,1,1,0
4,90.85,345.33,4,9,8,2,1,1,0,1
12,69.95,806.01,3,8,12,2,0,0,1,0
11,90.78,956.06,4,1,4,0,1,0,1,0
55,84.19,4803.03,4,8,7,0,1,1,0,0
11,104.45,1148.22,3,6,16,2,2,1,0,0
36,62.32,2340.85,5,6,17,2,0,1,0,0
43,116.86,5170.73,5,3,30,2,1,0,1,0
62,90.9,5672.05,1,3,1,2,2,0,0,0
16,87.47,1379.07,4,9,25,2,1,0,1,0
69,112.86,7506.84,5,1,17,1,1,0,1,0
24,92.79,2287.69,3,8,4,1,1,1,1,0
6,62.25,366.87,5,9,26,0,1,0,0,1
30,110.05,3291.07,4,3,11,1,2,1,1,0
68,51.93,3547.37,4,6,22,1,2,1,0,0
42,106.55,4479.73,3,0,20,2,1,0,0,0
4,119.95,480.35,2,2,10,0,1,0,1,1
17,81.38,1365.64,4,7,13,0,0,0,0,1
8,42.45,354.46,5,5,22,1,2,0,0,0
70,71.28,4855.76,4,3,14,0,1,1,1,0
17,68.33,1215.21,3,1,11,0,2,0,1,0
39,82.6,3351.85,2,1,29,2,2,1,1,0
36,30.12,1096.5,2,5,22,2,2,0,1,0
8,51.93,432.53,5,4,16,0,0,0,1,1
30,85.71,2561.14,4,7,30,1,0,0,1,0
65,65.55,4309.92,2,0,5,1,2,1,1,0
64,57.78,3877.31,2,7,16,1,0,1,0,0
52,76.45,4136.44,2,5,7,0,2,0,1,0
68,61.64,4324.88,5,7,18,0,1,1,1,0
5,83.93,418.13,1,0,2,1,0,1,0,0
21,109.03,2366.0,3,7,27,2,1,1,1,0
10,95.59,946.01,2,1,19,2,0,0,0,1
18,80.23,1411.7,4,4,8,2,1,1,0,0
69,89.44,6188.9,5,8,24,2,1,1,0,0
48,107.13,5140.34,1,6,19,1,2,1,0,0
67,50.67,3303.43,3,7,24,2,0,1,1,0
10,78.4,745.77,1,7,16,1,0,1,0,1
11,33.87,376.44,2,2,16,2,2,0,1,0
69,81.52,5805.71,4,4,8,2,0,1,1,0
3,117.14,343.01,3,1,22,2,1,0,0,1
61,98.64,5787.11,1,8,10,1,2,0,0,0
67,114.5,8001.59,4,7,9,2,2,1,1,0
67,46.95,3177.78,4,6,13,2,0,1,1,0
19,45.5,888.8,5,7,3,1,0,0,0,0
55,69.38,3901.79,2,5,3,2,0,1,0,0
43,49.85,2093.95,3,6,7,0,1,0,0,0
34,38.5,1355.76,5,0,25,0,2,1,1,0
18,42.26,765.53,4,1,23,2,2,1,0,0
2,71.65,150.44,3,9,20,1,1,1,0,1
58,37.19,2178.93,1,1,27,1,0,1,0,0
25,89.3,2278.92,4,5,5,0,0,1,1,0
24,103.65,2579.14,3,4,23,1,2,0,0,0
48,43.03,2139.47,1,1,14,0,0,0,0,0
33,37.05,1280.06,5,1,28,2,0,1,0,0
45,90.16,4030.8,5,3,12,1,1,0,0,0
69,68.7,4670.75,3,2,11,1,2,1,1,0
2,49.78,103.3,5,1,13,0,1,0,1,1
48,48.99,2376.37,5,1,13,0,0,1,1,0
27,37.49,990.72,5,1,28,2,0,0,1,0
61,110.87,6975.2,2,9,11,2,1,0,0,0
72,111.89,8351.84,5,6,26,1,0,0,1,0
44,46.8,2051.55,1,0,28,2,1,0,0,0
55,106.24,5995.45,1,8,2,2,2,0,1,0
9,109.29,1013.2,3,1,15,0,0,0,1,1
9,78.68,722.88,3,9,10,0,0,0,1,1
43,34.32,1461.64,4,9,16,0,2,1,1,0
30,104.79,3020.94,1,8,16,1,0,0,1,0
29,44.83,1357.81,4,9,27,1,2,1,0,0
22,30.0,650.57,4,7,18,0,1,1,0,0
18,116.1,2115.54,4,7,24,2,1,0,0,1
70,119.21,8376.96,1,5,1,0,0,1,0,0
61,84.23,4890.12,2,5,14,2,2,0,1,0
71,99.2,6856.42,4,4,4,1,1,1,0,0
30,58.15,1790.81,3,3,29,0,2,0,1,0
3,103.83,320.57,3,5,4,1,1,1,1,0
19,69.2,1249.26,3,7,12,2,2,1,0,0
12,75.93,916.82,4,1,24,1,2,0,0,0
36,113.77,3914.11,4,3,20,0,1,0,0,0
63,73.03,4610.93,4,6,19,0,1,0,1,0
35,53.63,1968.84,1,0,8,1,1,0,0,0
31,111.8,3423.34,5,1,0,2,1,0,0,0
62,118.38,7333.25,4,7,20,0,2,0,1,0
58,71.32,4090.38,3,3,20,2,2,0,1,0
62,117.99,7401.29,3,8,6,0,0,0,0,0
62,114.4,7407.06,2,4,21,0,0,1,1,0
10,26.93,262.59,1,6,22,0,0,0,1,1
23,116.76,2556.99,2,7,16,1,1,0,1,0
42,65.18,2603.21,5,2,14,2,1,0,0,0
11,50.46,551.63,4,1,4,2,0,0,1,0
10,102.09,983.56,1,0,10,2,2,0,0,0
70,37.42,2502.31,2,2,27,2,2,1,1,0
49,56.77,2682.5,3,5,12,1,2,0,1,0
8,22.36,184.49,3,9,29,2,2,1,0,0
17,44.68,777.89,4,6,2,0,2,1,1,0
8,55.8,461.91,5,2,24,1,2,1,1,0
48,86.88,4235.89,3,9,28,0,2,1,0,0
38,102.62,3743.57,5,0,1,1,1,0,1,0
7,47.89,322.77,2,4,3,2,0,0,1,0
32,92.9,2831.16,5,8,5,2,0,0,0,0
61,95.6,5975.28,1,4,7,1,0,0,1,0
63,115.88,7087.32,5,0,12,1,2,0,1,0
58,64.77,3649.67,1,5,24,1,1,0,1,0
40,37.52,1434.55,3,0,20,1,2,0,0,0
62,37.27,2231.56,4,6,18,1,1,1,0,0
54,44.38,2328.3,3,7,10,2,1,1,1,0
10,58.52,608.36,3,0,2,1,2,0,0,0
61,46.26,2925.21,4,6,9,1,2,0,1,0
36,50.48,1846.52,1,3,18,0,0,1,0,0
21,108.63,2370.94,4,6,16,0,2,0,1,0
48,115.21,5427.68,3,7,16,2,0,0,0,0
35,67.61,2345.3,5,6,24,1,0,0,0,0
46,51.69,2397.23,5,3,20,2,2,1,0,0
37,43.73,1666.68,5,8,27,1,2,1,1,0
21,58.85,1294.64,1,5,11,2,2,0,1,0
10,115.98,1165.21,5,0,6,2,0,0,1,0
71,72.66,5053.85,1,1,8,1,1,0,0,0
64,118.76,7889.35,5,1,3,2,1,1,1,0
59,104.48,5936.87,5,0,24,0,2,0,0,0
6,62.33,380.46,5,6,2,1,2,0,0,0
14,111.55,1624.3,4,5,24,1,2,0,1,1
17,89.72,1564.29,1,5,9,0,2,0,1,0
39,72.26,2840.68,2,5,27,2,1,0,1,0
21,59.16,1287.02,4,1,4,1,1,1,0,0
9,48.97,459.43,5,9,19,2,1,1,0,0
42,40.96,1769.63,2,5,7,2,1,1,1,0
35,81.63,2958.44,1,7,29,2,1,1,0,0
35,64.15,2156.62,3,6,14,2,0,1,0,0
68,53.44,3735.02,5,4,27,0,0,1,0,0
35,31.22,1106.1,4,2,27,0,1,1,1,0
23,81.02,1778.97,4,1,27,1,2,0,1,0
3,38.18,112.27,1,1,11,1,1,0,1,0
32,119.35,3930.12,2,2,17,0,2,0,0,0
57,115.47,6726.94,2,0,25,2,1,1,0,0
63,65.04,4063.36,5,0,28,2,0,1,1,0
16,87.36,1365.32,1,3,26,1,0,0,1,1
24,109.04,2533.98,1,2,2,2,2,0,0,0
47,44.34,2152.98,3,9,0,1,2,1,1,0
3,44.83,133.62,5,9,18,1,0,1,1,1
26,36.03,897.05,2,4,22,0,1,1,1,0
55,95.31,5414.6,5,2,25,2,2,1,0,0
29,100.14,2839.54,5,3,14,2,2,0,1,0
20,24.72,501.54,1,4,10,2,2,0,1,0
49,117.31,6033.47,4,7,16,0,0,0,0,0
53,117.42,6339.27,2,9,4,1,2,1,0,0
25,32.42,778.76,1,0,20,1,2,0,1,0
25,72.98,1784.09,2,0,5,0,2,0,0,0
22,28.29,613.05,5,1,5,0,2,0,0,0
7,55.11,390.08,4,8,4,2,1,0,1,0
68,77.43,5191.03,3,9,14,0,2,1,1,0
34,91.66,2979.94,2,3,18,2,2,0,0,0
27,74.5,2000.64,1,5,10,1,0,0,0,0
59,41.28,2329.82,5,0,11,0,0,0,1,0
18,63.26,1156.4,5,6,4,2,1,0,0,0
25,76.38,1882.17,4,5,13,2,2,0,1,0
46,28.48,1354.81,2,4,29,0,2,0,1,0
23,83.57,1849.09,5,6,28,2,0,0,1,0
3,57.62,165.38,2,5,0,2,1,0,1,0
48,88.13,4041.75,2,1,5,0,1,1,1,0
20,103.04,2137.03,3,1,14,0,2,0,1,0
37,72.83,2620.43,2,5,25,1,1,0,0,0
52,96.83,5109.46,3,0,17,1,0,0,1,0
68,119.37,8423.88,3,8,2,1,0,1,0,0
36,49.92,1822.4,2,9,20,2,0,0,1,0
61,71.76,4190.25,5,5,14,2,1,1,0,0
47,41.7,1910.7,1,1,19,2,2,0,1,0
18,74.68,1402.33,3,7,7,0,2,1,1,0
11,26.7,306.75,4,8,19,2,2,0,0,0
53,81.27,4240.91,5,8,17,0,0,1,0,0
37,26.64,961.05,4,9,7,2,2,0,0,0
13,105.51,1429.37,4,0,10,2,2,0,1,0
51,94.41,4739.89,3,0,26,2,0,0,1,0
19,89.31,1700.26,3,4,3,1,1,0,1,0
10,82.82,839.87,3,8,24,2,2,0,1,0
19,52.96,963.96,4,8,9,0,0,0,0,0
17,29.83,506.27,2,7,17,2,1,1,1,0
39,77.59,3024.87,3,0,7,2,2,1,1,0
57,26.73,1480.35,4,9,23,0,1,0,0,0
3,34.6,103.24,5,2,27,0,1,0,1,1
10,86.84,900.53,5,4,27,0,1,1,1,1
18,113.66,2008.03,4,9,20,0,0,1,0,1
67,36.95,2456.93,1,2,29,0,1,1,1,0
64,73.92,4824.5,4,3,21,1,0,1,0,0
60,117.28,7220.0,3,8,7,2,2,0,0,0
4,70.92,293.89,5,8,30,2,1,0,1,1
30,24.21,735.28,4,4,16,2,2,1,1,0
38,89.17,3396.66,2,6,29,0,0,0,1,0
42,75.48,3061.01,3,9,13,1,0,1,0,0
1,116.43,114.7,2,2,27,1,1,1,1,1
72,91.45,6861.84,4,0,7,2,2,1,1,0
24,93.47,2149.31,2,3,22,1,1,1,1,0
51,87.77,4532.9,5,0,4,0,0,1,0,0
52,104.28,5498.69,3,7,6,2,2,1,1,0
53,83.73,4343.32,4,5,18,0,2,0,1,0
14,43.48,632.33,4,0,22,2,1,0,1,0
6,65.08,403.36,2,5,25,2,0,0,1,1
22,41.73,891.83,2,0,7,0,0,0,0,0
29,73.01,2012.67,1,3,21,0,0,1,0,0
45,109.08,4908.91,3,0,19,2,1,0,0,0
56,40.67,2387.19,5,6,3,1,1,1,0,0
35,80.85,2802.94,4,8,11,0,2,1,1,0
23,59.83,1442.34,2,8,9,1,0,0,0,0
16,76.3,1275.11,2,0,25,2,0,0,1,0
67,28.36,1812.19,4,6,8,1,0,1,0,0
27,58.28,1526.44,1,3,16,1,2,1,1,0
27,88.35,2356.79,3,2,13,0,1,1,0,0
52,107.19,5770.34,4,8,13,1,0,1,0,0
29,81.08,2341.54,2,6,26,1,1,0,1,0
26,67.0,1722.22,3,9,27,1,0,1,0,0
30,26.98,845.56,4,9,6,0,2,1,1,0
8,101.4,794.61,3,4,5,2,0,0,1,0
47,49.0,2262.35,3,0,7,2,2,1,1,0
19,82.53,1620.8,3,2,28,0,0,1,0,0
5,37.78,195.79,5,9,16,0,1,1,1,1
1,108.77,109.97,4,7,17,1,2,1,0,1
4,68.88,271.56,5,5,10,2,0,1,0,1
28,48.64,1304.36,2,6,29,2,0,0,0,0
38,73.74,2920.83,3,0,20,2,1,0,0,0
44,30.03,1344.11,1,8,6,0,1,1,1,0
10,24.04,243.07,5,7,10,1,0,0,0,0
62,119.23,7358.78,2,8,7,0,0,0,1,0
52,25.8,1314.95,4,0,22,0,0,0,0,0
44,71.45,3109.81,2,6,16,0,2,0,1,0
13,65.6,881.02,2,6,15,1,1,0,1,0
42,50.0,2019.18,4,7,16,2,1,1,0,0
1,25.52,26.33,3,2,11,2,1,1,0,0
7,85.05,605.22,1,8,23,2,2,0,1,1
10,27.48,269.52,2,1,10,1,0,1,1,0
23,119.85,2797.73,4,6,7,1,0,0,1,0
2,63.24,120.91,2,4,14,0,2,0,0,1
52,48.17,2489.08,3,6,11,2,1,1,1,0
25,35.34,910.94,4,1,13,1,0,1,0,0
62,76.02,4864.57,5,6,19,2,1,0,1,0
22,22.82,523.13,4,7,8,0,0,0,1,0
65,25.99,1752.76,3,6,15,0,2,0,0,0
15,81.77,1233.68,2,5,26,2,2,0,1,0
51,71.43,3743.37,3,6,5,0,0,1,1,0
56,85.64,5005.15,1,2,2,1,2,0,0,0
31,24.56,740.46,2,3,1,2,2,1,0,0
31,81.26,2603.88,4,1,22,0,0,0,0,0
45,100.28,4450.18,1,9,13,1,1,1,0,0
54,31.63,1711.76,2,5,12,2,1,1,0,0
48,62.98,3024.58,2,9,8,2,1,0,0,0
10,47.73,498.37,3,0,16,0,2,1,1,0
46,100.26,4814.21,4,4,11,0,2,0,0,0
61,55.68,3537.61,5,9,15,2,2,0,1,0
26,98.0,2529.89,1,7,22,2,1,1,1,0
15,118.38,1835.47,5,8,25,2,0,1,1,0
27,73.25,2021.51,4,9,28,1,2,1,0,0
33,119.73,3772.65,2,4,8,0,1,0,0,0
56,105.29,6146.54,5,0,20,0,0,0,1,0
1,48.0,47.9,3,2,3,0,1,0,1,0
14,61.58,904.47,2,4,4,0,1,1,1,0
21,65.25,1405.16,3,4,11,2,0,0,0,0
51,21.57,1153.69,5,7,15,2,1,1,1,0
5,67.1,334.7,1,9,20,2,1,0,0,1
3,105.42,300.53,5,9,6,2,0,0,1,1
37,111.95,4289.22,2,6,4,1,1,1,0,0
39,53.52,2127.2,3,6,24,0,1,1,1,0
12,57.85,709.27,2,1,25,0,2,1,1,0
10,53.35,510.28,1,2,10,2,1,0,0,0
33,83.38,2703.54,3,8,15,2,1,0,0,0
36,34.32,1221.25,5,7,0,2,0,1,0,0
42,73.73,3001.22,1,0,4,2,0,0,1,0
14,40.05,549.73,2,3,17,2,0,1,0,0
53,82.89,4297.54,4,8,20,1,0,1,1,0
9,108.54,975.95,1,4,1,1,1,0,0,1
22,97.53,2165.45,1,7,27,2,0,0,0,0
26,21.49,579.93,5,9,18,2,2,1,1,0
72,116.39,8282.24,4,7,3,0,2,1,1,0
27,29.98,814.66,4,9,1,0,0,0,1,0
35,84.26,3085.59,1,4,3,1,1,1,0,0
15,115.8,1658.05,2,0,30,0,1,1,0,0
31,70.92,2293.43,2,1,3,1,1,1,1,0
22,35.32,743.83,5,9,12,1,0,1,1,0
3,68.01,212.72,4,3,24,0,2,1,0,1
37,34.88,1320.45,1,8,10,1,0,0,0,0
39,68.22,2746.53,4,4,8,0,2,0,0,0
20,24.48,489.78,4,8,13,2,2,1,0,0
22,102.07,2308.31,5,6,16,2,1,1,0,0
47,99.56,4452.77,1,9,26,1,0,1,1,0
10,103.25,999.72,4,1,2,0,2,1,1,0
43,69.04,2850.86,5,5,15,1,1,1,1,0
48,52.16,2520.71,1,4,1,0,1,1,0,0
20,58.6,1162.25,3,8,17,0,2,1,1,0
43,40.46,1718.94,2,4,25,1,1,1,1,0
7,23.65,171.92,1,8,13,2,1,0,1,0
62,92.83,5604.04,1,0,14,0,2,0,0,0
40,30.59,1274.79,4,4,5,1,1,0,1,0
57,71.26,3930.79,3,1,23,1,2,0,0,0
63,102.93,6534.82,4,1,13,2,2,1,1,0
3,102.19,294.93,5,9,7,1,1,0,1,1
45,97.51,4323.93,4,2,4,0,1,0,0,0
72,93.99,6711.69,2,2,26,1,0,0,1,0
60,106.33,6505.04,5,7,12,1,0,1,1,0
11,82.51,926.27,3,2,27,1,2,1,0,1
34,31.24,1066.63,1,1,9,1,0,0,0,0
8,76.43,583.08,2,6,22,0,0,0,1,1
7,39.7,277.76,2,5,8,2,1,1,0,0
67,36.19,2432.79,4,4,10,1,0,1,0,0
59,104.33,6332.02,5,5,21,2,1,1,0,0
23,81.62,1954.35,1,0,5,2,1,1,1,0
17,45.47,765.6,5,1,26,0,2,1,0,0
15,41.46,606.37,1,2,21,2,1,0,1,0
32,76.1,2478.91,3,2,16,2,0,1,1,0
15,110.95,1743.91,1,4,2,0,0,0,1,0
61,66.41,4033.65,1,2,2,2,1,0,1,0
5,46.36,239.29,5,3,23,0,0,0,0,1
58,116.21,6820.21,3,7,9,1,0,1,1,0
18,41.0,770.86,4,3,24,0,0,0,0,0
47,54.86,2616.36,3,6,18,1,2,0,1,0
13,88.32,1152.71,1,8,14,0,0,0,1,1
51,56.59,2833.0,1,6,27,2,1,0,1,0
18,105.68,1895.04,3,6,2,2,1,1,1,0
19,23.23,426.24,3,3,3,0,0,0,1,0
18,59.64,1087.9,4,9,23,0,0,0,1,1
26,65.04,1701.73,4,6,9,0,1,1,1,0
61,29.33,1850.91,5,9,11,1,1,1,0,0
17,34.64,577.99,5,0,19,1,1,0,0,0
14,86.39,1184.35,1,5,18,2,1,1,1,0
72,93.25,6858.6,3,7,10,0,2,0,1,0
70,38.78,2716.88,5,1,27,1,1,1,0,0
68,43.69,2854.51,1,5,30,0,2,1,0,0
43,109.34,4768.01,1,0,4,0,0,1,0,0
59,42.98,2490.99,1,2,1,0,0,0,1,0
27,24.44,677.75,4,9,10,1,1,1,1,0
27,68.62,1854.08,3,5,6,1,2,0,1,0
36,110.63,4152.26,4,4,14,0,0,0,1,0
24,84.6,2104.65,5,6,7,2,2,0,1,0
62,110.29,7127.64,3,9,19,0,1,0,0,0
32,22.55,727.94,1,5,22,2,2,1,1,0
59,97.49,5514.39,3,6,14,0,0,1,1,0
19,90.26,1657.24,2,4,10,1,2,0,0,0
13,115.01,1474.61,2,7,4,2,0,1,1,0
50,32.04,1679.83,4,3,13,1,1,0,1,0
14,42.12,583.79,4,5,17,1,2,1,0,0
58,62.94,3666.32,3,1,26,2,1,0,0,0
18,88.44,1591.05,5,8,29,1,1,0,0,1
52,38.11,2038.79,1,7,18,2,1,1,1,0
12,68.75,790.1,2,7,11,2,0,1,0,0
46,90.21,4057.31,2,3,18,1,1,0,0,0
45,114.31,5023.79,2,1,19,2,2,1,1,0
35,20.7,753.93,3,4,12,0,0,1,1,0
35,34.51,1186.91,5,7,13,1,1,1,0,0
38,111.7,4203.37,4,0,21,2,2,1,1,0
72,72.78,5355.63,5,0,26,1,2,1,1,0
22,81.28,1850.73,3,3,26,1,1,0,1,0
19,30.56,584.27,5,6,2,2,2,1,1,0
3,60.75,182.23,2,8,0,2,2,0,1,0
67,57.15,3748.89,5,9,28,0,0,1,1,0
10,70.57,714.51,3,0,11,0,1,0,1,0
25,26.09,642.54,2,2,0,0,2,0,0,0
4,69.08,276.32,4,8,14,0,0,1,1,1
6,43.07,247.24,3,3,25,0,1,1,1,1
32,25.85,822.0,4,3,22,0,2,0,0,0
68,65.11,4248.5,1,3,1,2,1,1,1,0
58,95.76,5322.6,4,9,14,0,1,1,1,0
29,62.92,1755.7,3,7,17,2,1,1,1,0
23,45.35,1011.25,2,8,22,0,2,0,1,0
5,44.58,224.74,4,6,29,1,0,0,0,1
48,52.51,2533.89,4,5,21,1,0,0,1,0
20,82.82,1599.96,4,6,11,1,0,1,1,0
44,53.78,2484.0,1,3,19,0,2,1,1,0
51,38.14,1942.68,1,4,0,1,2,1,1,0
9,115.06,987.2,2,6,1,0,2,0,0,1
1,45.39,43.95,3,4,2,0,1,0,0,1
71,88.31,6026.8,4,3,15,0,0,1,0,0
15,90.19,1343.64,2,3,27,1,1,0,1,0
50,110.06,5366.67,5,3,9,0,0,1,1,0
52,33.58,1822.47,5,5,13,0,1,1,0,0
30,65.97,1942.39,3,5,7,2,2,1,1,0
19,72.38,1399.31,4,5,9,1,0,0,1,0
29,117.65,3297.53,1,7,25,0,0,0,0,0
68,104.27,7282.52,2,2,14,2,0,1,1,0
30,78.28,2380.07,4,6,23,1,1,1,1,0
39,66.16,2572.12,1,4,6,0,1,1,1,0
30,88.6,2680.98,2,5,12,1,2,1,1,0
47,92.51,4396.62,1,2,14,1,0,1,0,0
21,98.1,1992.87,1,4,17,1,1,0,1,0
43,27.22,1193.14,1,0,4,0,0,1,0,0
59,26.44,1514.44,1,1,29,2,0,1,0,0
69,44.38,2955.6,1,6,29,0,2,1,1,0
29,51.01,1492.07,4,8,24,0,1,1,1,0
32,49.58,1519.68,3,8,2,0,0,0,1,0
13,22.28,282.97,1,1,0,1,1,0,0,0
40,81.29,3344.32,5,3,11,2,2,1,0,0
1,48.9,49.0,1,3,9,0,0,0,0,1
8,112.88,878.59,5,7,17,1,1,0,1,1
43,27.19,1197.14,4,5,3,1,1,1,1,0
36,59.58,2174.38,1,5,20,0,0,0,0,0
66,73.13,4964.34,4,2,11,2,0,0,1,0
25,73.54,1871.4,3,6,28,1,0,1,0,0
47,108.23,4845.21,1,9,14,0,0,0,1,0
70,34.65,2470.86,5,4,22,1,0,1,0,0
3,62.22,182.11,4,4,8,2,2,1,0,0
36,61.77,2303.11,3,4,26,0,2,0,0,0
17,118.34,1980.66,5,8,23,2,2,0,0,0
60,53.05,3239.74,3,9,5,1,1,0,0,0
60,23.02,1445.36,4,6,2,2,2,0,0,0
3,68.11,202.81,5,3,25,2,2,0,0,0
54,28.87,1557.62,5,2,30,1,0,0,1,0
19,85.93,1605.88,1,9,27,2,0,0,0,0
18,73.68,1272.2,1,3,18,1,0,1,0,0
40,90.53,3739.03,2,3,9,1,1,0,0,0
60,116.76,7302.44,5,3,4,2,2,1,1,0
39,26.96,1040.26,1,6,16,2,2,0,0,0
11,35.18,376.93,1,7,22,0,2,0,1,0
67,52.74,3522.66,4,2,24,1,0,1,0,0
68,73.21,4824.89,3,4,22,1,1,0,0,0
21,101.5,2096.25,5,6,27,2,1,0,1,0
